task_id,read,update,scan,insert,mysql_back_log,mysql_key_buffer_size,mysql_max_connections,mysql_innodb_buffer_pool_size,mysql_max_connect_errors,mysql_open_files_limit,mysql_table_open_cache,mysql_max_allowed_packet,mysql_binlog_cache_size,mysql_max_heap_table_size,mysql_tmp_table_size,mysql_read_buffer_size,mysql_read_rnd_buffer_size,mysql_sort_buffer_size,mysql_join_buffer_size,mysql_thread_cache_size,mysql_ft_min_word_len,mysql_transaction_isolation,mysql_innodb_open_files,mysql_innodb_write_io_threads,mysql_innodb_read_io_threads,mysql_innodb_log_buffer_size,mysql_innodb_log_file_size,mysql_innodb_log_files_in_group,mysql_innodb_lock_wait_timeout,mysql_innodb_flush_log_at_trx_commit,mysql_resource,mysql_replicas,mysql_global_status_binlog_cache_use,mysql_global_status_connections,mysql_global_status_created_tmp_tables,mysql_global_status_error_log_buffered_bytes,mysql_global_status_innodb_buffer_pool_read_requests,mysql_global_status_innodb_buffer_pool_reads,mysql_global_status_innodb_buffer_pool_write_requests,mysql_global_status_innodb_data_fsyncs,mysql_global_status_innodb_data_reads,mysql_global_status_innodb_data_writes,mysql_global_status_innodb_dblwr_pages_written,mysql_global_status_innodb_dblwr_writes,mysql_global_status_innodb_log_write_requests,mysql_global_status_innodb_log_writes,mysql_global_status_innodb_os_log_fsyncs,mysql_global_status_innodb_page_size,mysql_global_status_innodb_pages_created,mysql_global_status_innodb_pages_read,mysql_global_status_innodb_pages_written,mysql_global_status_innodb_redo_log_logical_size,mysql_global_status_innodb_system_rows_read,mysql_global_status_innodb_system_rows_updated,mysql_global_status_opened_tables,mysql_global_status_queries,mysql_global_status_questions,mysql_global_status_select_scan,mysql_global_status_ssl_session_cache_size,mysql_global_status_ssl_session_cache_timeout,mysql_global_status_table_locks_immediate,mysql_global_status_table_open_cache_hits,mysql_global_status_table_open_cache_misses,mysql_global_status_table_open_cache_overflows,mysql_global_status_uptime_since_flush_status,mysql_global_variables_binlog_row_event_max_size,mysql_global_variables_binlog_stmt_cache_size,mysql_global_variables_binlog_transaction_dependency_history_size,mysql_global_variables_caching_sha2_password_digest_rounds,mysql_global_variables_connection_memory_chunk_size,mysql_global_variables_cte_max_recursion_depth,mysql_global_variables_delayed_insert_limit,mysql_global_variables_delayed_insert_timeout,mysql_global_variables_delayed_queue_size,mysql_global_variables_eq_range_index_dive_limit,mysql_global_variables_group_concat_max_len,mysql_global_variables_host_cache_size,mysql_global_variables_information_schema_stats_expiry,mysql_global_variables_innodb_adaptive_max_sleep_delay,mysql_global_variables_innodb_concurrency_tickets,mysql_global_variables_innodb_fill_factor,mysql_global_variables_innodb_ft_num_word_optimize,mysql_global_variables_innodb_idle_flush_pct,mysql_global_variables_innodb_io_capacity,mysql_global_variables_innodb_io_capacity_max,mysql_global_variables_innodb_lock_wait_timeout,mysql_global_variables_innodb_log_wait_for_flush_spin_hwm,mysql_global_variables_innodb_log_write_ahead_size,mysql_global_variables_innodb_lru_scan_depth,mysql_global_variables_innodb_old_blocks_time,mysql_global_variables_innodb_open_files,mysql_global_variables_innodb_page_size,mysql_global_variables_innodb_purge_batch_size,mysql_global_variables_innodb_purge_rseg_truncate_frequency,mysql_global_variables_innodb_rollback_segments,mysql_global_variables_innodb_thread_sleep_delay,mysql_global_variables_key_cache_age_threshold,mysql_global_variables_key_cache_block_size,mysql_global_variables_key_cache_division_limit,mysql_global_variables_max_connect_errors,mysql_global_variables_max_connections,mysql_global_variables_max_digest_length,mysql_global_variables_max_error_count,mysql_global_variables_max_length_for_sort_data,mysql_global_variables_max_points_in_geometry,mysql_global_variables_max_prepared_stmt_count,mysql_global_variables_max_sort_length,mysql_global_variables_mysqlx_max_connections,mysql_global_variables_net_buffer_length,mysql_global_variables_performance_schema_max_cond_classes,mysql_global_variables_performance_schema_max_digest_length,mysql_global_variables_performance_schema_max_file_handles,mysql_global_variables_performance_schema_max_memory_classes,mysql_global_variables_performance_schema_max_mutex_classes,mysql_global_variables_performance_schema_max_sql_text_length,mysql_global_variables_performance_schema_max_stage_classes,mysql_global_variables_performance_schema_max_statement_classes,mysql_global_variables_performance_schema_max_thread_classes,mysql_global_variables_performance_schema_session_connect_attrs_size,mysql_global_variables_preload_buffer_size,mysql_global_variables_query_alloc_block_size,mysql_global_variables_query_prealloc_size,mysql_global_variables_range_alloc_block_size,mysql_global_variables_replica_checkpoint_group,mysql_global_variables_replica_checkpoint_period,mysql_global_variables_rpl_read_size,mysql_global_variables_schema_definition_cache,mysql_global_variables_secondary_engine_cost_threshold,mysql_global_variables_select_into_buffer_size,mysql_global_variables_slave_checkpoint_group,mysql_global_variables_slave_checkpoint_period,mysql_global_variables_ssl_session_cache_timeout,mysql_global_variables_stored_program_cache,mysql_global_variables_stored_program_definition_cache,mysql_global_variables_table_definition_cache,mysql_global_variables_table_open_cache,mysql_global_variables_tablespace_definition_cache,mysql_global_variables_transaction_alloc_block_size,mysql_global_variables_transaction_prealloc_size
26,170.0,279039.0,2887.0,210431.0,352,320,4438,698,7026,31513,547,67,115,31,160,70,49,85,63,92,171,READ-COMMITTED,650,55,26,119,15,6,91,1,19,1,0.0,12.33,19.67,1888.0,15202.0,856.0,1932.0,73.0,879.0,268.0,68.0,3.0,839.0,31.0,20.0,16384.0,147.0,855.0,209.0,512.0,4800.0,331.0,144.67,67.67,61.33,29.33,128.0,300.0,9.67,3031.0,144.67,3.0,106.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,824.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,91.0,400.0,8192.0,1024.0,1000.0,650.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7026.0,4438.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,673.0,547.0,256.0,8192.0,4096.0
27,188.0,314623.0,1786.0,104575.0,504,460,5662,971,6213,24185,395,48,89,59,208,106,81,64,105,45,130,READ-COMMITTED,503,64,36,85,51,9,84,2,15,1,0.0,15.0,30.33,1888.0,15197.0,853.0,1933.0,70.0,877.0,273.0,73.0,3.0,840.0,31.0,18.0,16384.0,147.0,853.0,214.0,512.0,4800.0,331.0,628.33,105.0,96.0,45.67,128.0,300.0,15.33,2553.0,628.33,497.67,89.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,886.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,84.0,400.0,8192.0,1024.0,1000.0,503.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6213.0,5662.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,597.0,395.0,256.0,8192.0,4096.0
28,163.0,97471.0,1978.0,191615.0,298,571,2871,727,7823,41938,685,80,75,21,235,71,48,14,153,66,158,READ-COMMITTED,604,53,24,104,22,10,105,2,20,1,0.0,13.0,22.67,1888.0,15202.0,856.0,1932.0,73.0,879.0,271.0,56.0,3.0,839.0,46.0,19.0,16384.0,147.0,855.0,197.0,512.0,4800.0,331.0,146.33,78.33,71.33,34.0,128.0,300.0,11.33,3031.0,146.33,0.0,111.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,746.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,105.0,400.0,8192.0,1024.0,1000.0,604.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7823.0,2871.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,742.0,685.0,256.0,8192.0,4096.0
29,165.0,441343.0,2647.0,363263.0,511,599,2585,736,9866,33971,661,83,79,65,116,141,20,6,209,61,161,READ-COMMITTED,761,54,16,106,1,10,107,1,20,1,0.0,13.0,22.33,2024.0,15192.0,850.0,1932.0,73.0,873.0,264.0,69.0,3.0,839.0,26.0,20.0,16384.0,147.0,849.0,210.0,512.0,4800.0,331.0,146.33,77.33,70.33,33.67,128.0,300.0,11.33,3031.0,146.33,0.0,95.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,732.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,107.0,400.0,8192.0,1024.0,1000.0,761.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9866.0,2585.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,730.0,661.0,256.0,8192.0,4096.0
30,164.0,488703.0,1807.0,295423.0,377,150,1752,559,8415,53719,1013,101,74,113,159,173,49,25,195,10,190,READ-UNCOMMITTED,622,50,28,40,22,9,100,2,27,1,0.0,13.0,22.33,1888.0,15189.0,849.0,1932.0,72.0,872.0,268.0,69.0,3.0,839.0,30.0,19.0,16384.0,147.0,848.0,210.0,512.0,4800.0,331.0,146.33,77.0,70.0,33.67,128.0,300.0,11.33,3031.0,146.33,0.0,99.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,690.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,100.0,400.0,8192.0,1024.0,1000.0,622.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8415.0,1752.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,906.0,1013.0,256.0,8192.0,4096.0
31,176.0,257663.0,2019.0,269823.0,309,875,4464,47,8001,42511,774,1,101,31,199,32,31,59,160,215,196,READ-COMMITTED,702,55,33,69,67,8,112,2,26,1,0.0,12.0,19.0,1888.0,15198.0,854.0,1932.0,69.0,879.0,250.0,54.0,3.0,839.0,27.0,18.0,16384.0,147.0,855.0,195.0,512.0,4800.0,331.0,144.33,64.0,58.0,28.33,128.0,300.0,9.33,3031.0,144.33,0.0,88.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,826.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,112.0,400.0,8192.0,1024.0,1000.0,702.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8001.0,4464.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,787.0,774.0,256.0,8192.0,4096.0
32,169.0,477439.0,2141.0,209791.0,277,560,2992,714,7394,42664,640,76,59,19,231,68,59,132,60,86,141,READ-COMMITTED,573,47,22,98,33,10,91,2,16,1,0.0,15.0,31.33,1888.0,15473.33,857.0,1946.0,76.0,880.0,280.67,76.0,3.67,843.0,34.33,21.0,16384.0,147.0,856.0,217.0,512.0,4800.0,331.0,150.67,106.0,97.0,47.0,128.0,300.0,15.67,3031.0,150.67,0.0,130.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,752.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,91.0,400.0,8192.0,1024.0,1000.0,573.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7394.0,2992.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,720.0,640.0,256.0,8192.0,4096.0
33,171.0,198911.0,2467.0,147327.0,179,454,3828,896,5508,57813,493,62,45,48,231,89,79,104,116,104,94,READ-COMMITTED,392,58,64,120,19,9,79,2,17,1,0.0,12.33,20.0,1888.0,15202.0,856.0,1933.0,72.0,879.0,264.0,68.0,3.0,840.0,27.0,19.0,16384.0,147.0,855.0,209.0,512.0,4800.0,331.0,145.33,68.0,61.67,30.33,128.0,300.0,10.33,3031.0,145.33,7.0,108.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,794.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,79.0,400.0,8192.0,1024.0,1000.0,392.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,5508.0,3828.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,646.0,493.0,256.0,8192.0,4096.0
34,182.0,645631.0,2671.0,717823.0,89,242,4781,764,6223,50469,527,50,92,78,254,108,42,24,250,146,167,SERIALIZABLE,503,35,24,111,40,2,71,2,20,1,0.0,12.0,19.33,1888.0,15193.0,852.0,1932.0,75.0,875.0,271.0,69.0,4.0,839.0,32.0,20.0,16384.0,147.0,851.0,210.0,512.0,4800.0,331.0,144.67,65.33,59.33,29.0,128.0,300.0,9.67,3031.0,144.67,5.0,110.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,842.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,71.0,400.0,8192.0,1024.0,1000.0,503.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6223.0,4781.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,663.0,527.0,256.0,8192.0,4096.0
35,164.0,1406975.0,3755.0,633343.0,380,102,5740,595,7696,28303,881,70,113,16,183,66,2,151,146,73,116,READ-COMMITTED,617,51,17,92,53,10,85,2,11,1,0.0,15.33,31.67,1888.0,15194.0,851.0,1933.0,74.0,874.0,264.0,54.0,3.0,840.0,41.0,20.0,16384.0,147.0,850.0,195.0,512.0,4800.0,331.0,151.0,109.67,100.33,47.67,128.0,300.0,16.0,3031.0,151.0,0.0,94.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,890.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,85.0,400.0,8192.0,1024.0,1000.0,617.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7696.0,5740.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,840.0,881.0,256.0,8192.0,4096.0
36,169.0,359679.0,359679.0,487423.0,207,688,4123,809,6524,40936,282,99,98,42,105,48,97,169,188,26,232,SERIALIZABLE,347,44,34,103,35,2,96,0,14,1,0.0,16.0,34.33,1888.0,15194.0,852.0,1932.0,74.0,874.0,253.0,54.0,3.0,839.0,30.0,20.0,16384.0,147.0,851.0,195.0,512.0,4800.0,331.0,1227.33,119.0,109.0,51.67,128.0,300.0,17.33,1956.0,1227.33,1120.0,115.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,809.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,96.0,400.0,8192.0,1024.0,1000.0,347.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,6524.0,4123.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,541.0,282.0,256.0,8192.0,4096.0
37,169.0,267263.0,2693.0,568831.0,273,625,280,474,8893,63084,334,75,83,6,239,81,114,103,89,34,132,READ-COMMITTED,426,21,42,114,59,8,73,2,18,1,51.0,10.67,11.67,1888.0,15804.33,850.67,2370.33,99.33,873.67,432.67,76.0,5.67,1154.67,177.67,29.0,16384.0,160.0,849.67,217.0,172032.0,4822.67,331.0,961.33,92.33,88.33,17.33,128.0,300.0,5.67,2283.67,961.33,838.0,25.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,408.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,73.0,400.0,8192.0,1024.0,1000.0,426.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8893.0,280.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,567.0,334.0,256.0,8192.0,4096.0
38,165.0,420863.0,75903.0,491775.0,609,416,3227,868,1363,50012,697,63,47,79,193,126,18,64,24,57,154,READ-UNCOMMITTED,519,59,10,77,11,3,80,1,10,1,0.0,11.67,17.33,1888.0,15196.0,849.0,1933.0,73.0,872.0,282.0,73.0,3.0,840.0,40.0,21.0,16384.0,147.0,848.0,214.0,512.0,4800.0,331.0,143.67,59.67,54.0,26.0,128.0,300.0,8.67,3031.0,143.67,0.0,82.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,764.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,80.0,400.0,8192.0,1024.0,1000.0,519.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,1363.0,3227.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,748.0,697.0,256.0,8192.0,4096.0
39,163.0,127935.0,1579.0,96959.0,470,313,946,666,9337,57749,442,85,126,1,222,97,58,120,144,117,175,SERIALIZABLE,465,29,38,124,24,9,66,2,21,1,0.0,14.67,29.0,1888.0,15199.0,853.0,1932.0,69.0,876.0,267.0,73.0,3.0,839.0,25.0,17.0,16384.0,147.0,852.0,214.0,512.0,4800.0,331.0,388.33,101.33,92.67,43.33,128.0,300.0,14.33,2792.0,388.33,252.33,89.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,650.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,66.0,400.0,8192.0,1024.0,1000.0,465.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9337.0,946.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,621.0,442.0,256.0,8192.0,4096.0
40,169.0,155903.0,5463.0,210815.0,471,316,1010,669,9142,58124,441,108,126,23,169,137,58,126,143,157,175,SERIALIZABLE,189,37,43,124,8,9,66,2,30,1,0.0,13.0,23.0,1888.0,15198.0,851.0,1933.0,77.0,874.0,297.0,74.0,5.0,840.0,52.0,20.0,16384.0,147.0,850.0,215.0,512.0,4800.0,331.0,385.67,79.0,72.0,34.67,128.0,300.0,11.67,2792.0,385.67,252.0,100.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,653.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,66.0,400.0,8192.0,1024.0,1000.0,189.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9142.0,1010.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,620.0,441.0,256.0,8192.0,4096.0
42,163.0,141055.0,2165.0,118015.0,453,305,884,667,9362,60379,443,125,127,24,174,136,57,124,141,161,175,SERIALIZABLE,168,36,47,126,12,9,59,2,30,1,0.0,18.33,44.0,1888.0,15606.0,855.0,1953.0,81.0,878.0,284.0,85.0,6.0,845.0,26.0,22.0,16384.0,147.0,854.0,226.0,512.0,4800.0,331.0,396.0,152.33,140.0,66.0,128.0,300.0,22.0,2792.0,396.0,254.0,138.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,647.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,59.0,400.0,8192.0,1024.0,1000.0,168.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9362.0,884.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,621.0,443.0,256.0,8192.0,4096.0
43,169.0,303615.0,2273.0,584703.0,639,316,601,611,8090,65091,491,119,122,53,213,163,57,139,121,212,176,SERIALIZABLE,247,43,54,128,18,10,59,2,21,1,0.0,13.67,25.33,1888.0,15201.0,856.0,1932.0,72.0,879.0,254.0,56.0,3.0,839.0,29.0,18.0,16384.0,147.0,855.0,197.0,512.0,4800.0,331.0,147.67,86.67,79.0,38.0,128.0,300.0,12.67,3031.0,147.67,7.0,75.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,633.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,59.0,400.0,8192.0,1024.0,1000.0,247.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,8090.0,601.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,645.0,491.0,256.0,8192.0,4096.0
44,175.0,151551.0,1395.0,201983.0,527,219,1750,692,9211,61703,244,117,122,35,176,192,77,167,132,137,184,SERIALIZABLE,212,28,42,117,7,8,42,2,28,1,0.0,16.0,35.33,1888.0,15202.0,853.0,1933.0,76.0,876.0,271.0,69.0,5.0,840.0,31.0,19.0,16384.0,147.0,852.0,210.0,512.0,4800.0,331.0,1439.0,120.0,110.0,53.33,128.0,300.0,18.0,1745.0,1439.0,1342.33,106.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,690.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,42.0,400.0,8192.0,1024.0,1000.0,212.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9211.0,1750.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,522.0,244.0,256.0,8192.0,4096.0
45,157.0,216831.0,2447.0,98751.0,475,369,1008,532,9577,57153,414,125,115,19,152,115,91,91,173,92,154,SERIALIZABLE,130,35,48,113,27,9,120,2,22,1,0.0,14.33,28.67,1888.0,15195.0,849.0,1932.0,74.0,872.0,250.0,54.0,4.0,839.0,26.0,19.0,16384.0,147.0,848.0,195.0,512.0,4800.0,331.0,547.33,98.0,89.67,43.0,128.0,300.0,14.33,2633.0,547.33,415.33,115.0,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,653.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,120.0,400.0,8192.0,1024.0,1000.0,130.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,9577.0,1008.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,607.0,414.0,256.0,8192.0,4096.0
46,163.0,302591.0,2743.0,254591.0,425,164,2017,796,7539,49604,738,111,107,68,197,149,41,152,151,233,140,SERIALIZABLE,294,52,45,102,38,7,53,2,18,1,0.0,12.33,19.67,1888.0,15193.0,851.0,1932.0,73.0,875.0,255.0,56.0,3.0,839.0,30.0,19.0,16384.0,147.0,851.0,197.0,512.0,4800.0,331.0,145.0,67.33,61.0,29.67,128.0,300.0,10.0,3031.0,145.0,0.0,60.33,8192.0,32768.0,25000.0,5000.0,8912.0,1000.0,100.0,300.0,1000.0,200.0,1024.0,703.0,86400.0,150000.0,5000.0,100.0,2000.0,100.0,200.0,2000.0,53.0,400.0,8192.0,1024.0,1000.0,294.0,16384.0,300.0,128.0,128.0,10000.0,300.0,1024.0,100.0,7539.0,2017.0,1024.0,1024.0,4096.0,65536.0,16382.0,1024.0,100.0,16384.0,150.0,1024.0,32768.0,450.0,350.0,1024.0,175.0,219.0,100.0,512.0,32768.0,8192.0,8192.0,4096.0,512.0,300.0,8192.0,256.0,100000.0,131072.0,512.0,300.0,300.0,256.0,256.0,769.0,738.0,256.0,8192.0,4096.0
